case_id,run_id_hidden,masked_evidence_text,proposed_component,proposed_category,proposed_cause,operator_label_aligned,correct_human
K0106,F2-r4-C2-llm-grounded,"- type=JobLog resource=pod/postgres-migrate-w4j92 container/migration msg='INFO  [alembic.runtime.migration] Context impl PostgresqlImpl. INFO  [alembic.runtime.migration] Will assume transactional DDL. INFO  [alembic.runtime.migration] Running upgrade  -> 001, initial schema'
- type=KubernetesEvent resource=Pod/svc-backend-8495cb7b49-6tjfm msg='Pod/svc-backend-8495cb7b49-6tjfm: Back-off restarting failed container backend in pod svc-backend-8495cb7b49-6tjfm_preview-pr-9204(4efdd066-0094-4b08-a794-ddced4c332fb)'
- type=PodLog resource=pod/postgres-55677d885f-5dbxb container/postgres msg='2026-05-22 19:25:10.910 UTC [45] LOG:  database system was shut down at 2026-05-22 19:25:10 UTC 2026-05-22 19:25:10.925 UTC [42] LOG:  database system is ready to accept connections done 2026-05-22 19:25:11.552 UTC [1] L…'
- type=PodLog resource=pod/svc-backend-8495cb7b49-6tjfm container/backend msg='Traceback (most recent call last): File ""/app/app.py"", line 15, in <module> ~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^ File ""<frozen os>"", line 714, in __getitem__ KeyError: \'DATABASE_URL_FP_MISSING\''",backend,,,1,
K0107,F9-r9-C5-llm-grounded,"- type=ChangedFile resource=scripts/generate_preview_manifest.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9909"" (key diff.patch)'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-9909.preview.ihsenalaya.xyz'
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), contract=Failed(0p/1f), regression=Failed(7p/2f), e2e=Failed(1p/5f)'
- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-9909/postgres-credentials'
- type=TestResult resource=regression msg='phase=Failed passed=7 failed=2 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 FAIL regression product_detail: expected 200 got 404 PASS regression product_not_found: 404…'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779533839007,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",application,,,0,
K0108,F1-r1-C2-rule-grounded,"- type=JobLog resource=pod/postgres-migrate-tr5xq container/migration msg='File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/default.py"", line 941, in do_execute cursor.execute(statement, parameters) sqlalchemy.exc.ProgrammingError: (psycopg2.errors.SyntaxError) syntax error at or…'
- type=KubernetesEvent resource=Job/postgres-migrate msg='Job/postgres-migrate: Job has reached the specified backoff limit'
- type=PodLog resource=pod/postgres-d599444bf-h8k7m container/postgres msg='2026-05-23 05:31:18.668 UTC [58] LOG:  database system was shut down at 2026-05-23 05:31:18 UTC 2026-05-23 05:31:18.681 UTC [1] LOG:  database system is ready to accept connections 2026-05-23 05:31:30.631 UTC [70] ERROR:…'",migration-job,,,1,
K0109,F2-r10-C1-llm-grounded,"- type=JobLog resource=pod/postgres-migrate-z7pfl container/migration msg='INFO  [alembic.runtime.migration] Context impl PostgresqlImpl. INFO  [alembic.runtime.migration] Will assume transactional DDL. INFO  [alembic.runtime.migration] Running upgrade  -> 001, initial schema'
- type=PodLog resource=pod/svc-backend-685fb9f9c9-wqnzp container/backend msg='Traceback (most recent call last): File ""/app/app.py"", line 15, in <module> ~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^ File ""<frozen os>"", line 714, in __getitem__ KeyError: \'DATABASE_URL_FP_MISSING\''
- type=PodLog resource=pod/postgres-6cc8494dfd-7gwtp container/postgres msg='2026-05-22 19:40:49.375 UTC [45] LOG:  database system was shut down at 2026-05-22 19:40:48 UTC 2026-05-22 19:40:49.389 UTC [42] LOG:  database system is ready to accept connections done 2026-05-22 19:40:49.969 UTC [1] L…'",backend service,,,0,
K0110,F3-r8-C2-rule-grounded,"- type=KubernetesEvent resource=Pod/postgres-migrate-fpsd9 msg='Pod/postgres-migrate-fpsd9: Error: ImagePullBackOff'
- type=KubernetesEvent resource=Pod/postgres-migrate-fpsd9 msg='Pod/postgres-migrate-fpsd9: Error: ErrImagePull'
- type=KubernetesEvent resource=Pod/postgres-migrate-fpsd9 msg='Pod/postgres-migrate-fpsd9: Failed to pull image ""testagentdevops.azurecr.io/idp-preview:baseline-fp-nonexistent"": [rpc error: code = NotFound desc = failed to pull and unpack image ""testagentdevops.azurecr.io/idp-previe…'
- type=PodLog resource=pod/postgres-6754c5bd88-tr4f7 container/postgres msg='2026-05-22 20:50:52.571 UTC [45] LOG:  database system was shut down at 2026-05-22 20:50:52 UTC 2026-05-22 20:50:52.584 UTC [42] LOG:  database system is ready to accept connections done 2026-05-22 20:50:53.250 UTC [1] L…'",app-deployment,,,1,
K0111,F1-r9-C1-rule-grounded,"- type=JobLog resource=pod/postgres-migrate-h67pc container/migration msg='File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/default.py"", line 941, in do_execute cursor.execute(statement, parameters) sqlalchemy.exc.ProgrammingError: (psycopg2.errors.SyntaxError) syntax error at or…'
- type=PodLog resource=pod/postgres-66548699c-x4dpt container/postgres msg='2026-05-22 18:13:07.694 UTC [58] LOG:  database system was shut down at 2026-05-22 18:13:07 UTC 2026-05-22 18:13:07.707 UTC [1] LOG:  database system is ready to accept connections 2026-05-22 18:13:22.116 UTC [71] ERROR:…'",migration-job,,,1,
K0112,F4-r7-C5-rule-grounded,"- type=ChangedFile resource=app.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9407"" (key diff.patch)'
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), contract=Failed(0p/1f), regression=Succeeded(9p/0f)'
- type=PreviewCondition resource=AIEnrichmentReady msg='status=True reason=AIEnrichmentCompleted message=AI enrichment seed=Succeeded, tests=Succeeded'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-9407/postgres-credentials'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-9407.preview.ihsenalaya.xyz'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Skipped passed=0 failed=0'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779486832194,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",backend,,,1,
K0113,F3-r10-C2-llm-grounded,"- type=KubernetesEvent resource=Pod/postgres-migrate-vfn9q msg='Pod/postgres-migrate-vfn9q: Error: ErrImagePull'
- type=KubernetesEvent resource=Pod/postgres-migrate-vfn9q msg='Pod/postgres-migrate-vfn9q: Failed to pull image ""testagentdevops.azurecr.io/idp-preview:baseline-fp-nonexistent"": [rpc error: code = NotFound desc = failed to pull and unpack image ""testagentdevops.azurecr.io/idp-previe…'
- type=KubernetesEvent resource=Pod/postgres-migrate-vfn9q msg='Pod/postgres-migrate-vfn9q: Error: ImagePullBackOff'
- type=PodLog resource=pod/postgres-d594bdb8f-wxpbf container/postgres msg='2026-05-22 20:54:34.708 UTC [45] LOG:  database system was shut down at 2026-05-22 20:54:34 UTC 2026-05-22 20:54:34.720 UTC [42] LOG:  database system is ready to accept connections done 2026-05-22 20:54:35.293 UTC [1] L…'",Container Registry,,,0,
K0114,F9-r10-C4-llm-grounded,"- type=ChangedFile resource=scripts/generate_preview_manifest.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9910"" (key diff.patch)'
- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-9910.preview.ihsenalaya.xyz'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-9910/postgres-credentials'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), contract=Failed(0p/1f), regression=Failed(7p/2f), e2e=Failed(1p/5f)'
- type=TestResult resource=regression msg='phase=Failed passed=7 failed=2 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 FAIL regression product_detail: expected 200 got 404 PASS regression product_not_found: 404…'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779534239281,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",application,,,0,
K0115,F4-r9-C5-llm-freeform,"- type=ChangedFile resource=app.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9409"" (key diff.patch)'
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), contract=Failed(0p/1f), regression=Succeeded(9p/0f)'
- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-9409.preview.ihsenalaya.xyz'
- type=PreviewCondition resource=AIEnrichmentReady msg='status=True reason=AIEnrichmentCompleted message=AI enrichment seed=Succeeded, tests=Succeeded'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-9409/postgres-credentials'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779487583199,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Skipped passed=0 failed=0'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'",contract tests,,,0,
K0116,F5-r8-C3-rule-grounded,"- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779521326375,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'",backend,,,0,
K0117,F1-r1-C5-rule-grounded,"- type=ChangedFile resource=migrations/versions/002_fault.py msg='type=database-migration'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9101"" (key diff.patch)'
- type=JobLog resource=pod/postgres-migrate-tr5xq container/migration msg='File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/default.py"", line 941, in do_execute cursor.execute(statement, parameters) sqlalchemy.exc.ProgrammingError: (psycopg2.errors.SyntaxError) syntax error at or…'
- type=KubernetesEvent resource=Job/postgres-migrate msg='Job/postgres-migrate: Job has reached the specified backoff limit'
- type=PodLog resource=pod/postgres-d599444bf-h8k7m container/postgres msg='2026-05-23 05:31:18.668 UTC [58] LOG:  database system was shut down at 2026-05-23 05:31:18 UTC 2026-05-23 05:31:18.681 UTC [1] LOG:  database system is ready to accept connections 2026-05-23 05:31:30.631 UTC [70] ERROR:…'
- type=PreviewCondition resource=Ready msg='status=False reason=DatabaseMigrationFailed message=database migration job preview-pr-9101/postgres-migrate failed: Job has reached the specified backoff limit'
- type=PreviewCondition resource=MigrationReady msg='status=False reason=JobRunning message=Database migration job postgres-migrate is running'",migration-job,,,1,
