case_id,run_id_hidden,masked_evidence_text,proposed_component,proposed_category,proposed_cause,operator_label_aligned,correct_human,correct_proxy,proxy_reason,proxy_raw
K0086,F3-r10-C4-llm-grounded,"- type=ChangedFile resource=scripts/generate_preview_manifest.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9310"" (key diff.patch)'
- type=KubernetesEvent resource=Pod/postgres-migrate-vfn9q msg='Pod/postgres-migrate-vfn9q: Error: ErrImagePull'
- type=KubernetesEvent resource=Pod/postgres-migrate-vfn9q msg='Pod/postgres-migrate-vfn9q: Failed to pull image ""testagentdevops.azurecr.io/idp-preview:baseline-fp-nonexistent"": [rpc error: code = NotFound desc = failed to pull and unpack image ""testagentdevops.azurecr.io/idp-previe…'
- type=KubernetesEvent resource=Pod/postgres-migrate-vfn9q msg='Pod/postgres-migrate-vfn9q: Error: ImagePullBackOff'
- type=PodLog resource=pod/postgres-d594bdb8f-wxpbf container/postgres msg='2026-05-22 20:54:34.708 UTC [45] LOG:  database system was shut down at 2026-05-22 20:54:34 UTC 2026-05-22 20:54:34.720 UTC [42] LOG:  database system is ready to accept connections done 2026-05-22 20:54:35.293 UTC [1] L…'
- type=PreviewCondition resource=Ready msg='status=False reason=DatabaseMigrationFailed message=database migration job preview-pr-9310/postgres-migrate cannot start: ImagePullBackOff: Back-off pulling image ""testagentdevops.azurecr.io/idp-preview:baseline-fp-nonex…'
- type=PreviewCondition resource=MigrationReady msg='status=False reason=JobRunning message=Database migration job postgres-migrate is running'",image registry,,,0,,1,The evidence clearly shows an image pull failure due to a missing image in the registry.,"```json
{
  ""correct"": true,
  ""reason"": ""The evidence clearly shows an image pull failure due to a missing image in the registry.""
}
```"
K0087,F2-r1-C3-rule-grounded,"- type=JobLog resource=pod/postgres-migrate-pcvk7 container/migration msg='INFO  [alembic.runtime.migration] Context impl PostgresqlImpl. INFO  [alembic.runtime.migration] Will assume transactional DDL. INFO  [alembic.runtime.migration] Running upgrade  -> 001, initial schema'
- type=KubernetesEvent resource=Pod/svc-backend-57bd64b867-gmr2q msg='Pod/svc-backend-57bd64b867-gmr2q: Back-off restarting failed container backend in pod svc-backend-57bd64b867-gmr2q_preview-pr-9201(e7c8c2e3-3c5e-434f-8713-837c52fc8a34)'
- type=PodLog resource=pod/postgres-9f4b767b8-gpl6h container/postgres msg='2026-05-22 18:17:09.012 UTC [45] LOG:  database system was shut down at 2026-05-22 18:17:08 UTC 2026-05-22 18:17:09.049 UTC [42] LOG:  database system is ready to accept connections done 2026-05-22 18:17:09.625 UTC [1] L…'",unknown,,,0,,0,"The evidence points to a failing migration job, not 'unknown'.","```json
{
  ""correct"": false,
  ""reason"": ""The evidence points to a failing migration job, not 'unknown'.""
}
```"
K0088,F3-r6-C4-llm-grounded,"- type=ChangedFile resource=scripts/generate_preview_manifest.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9306"" (key diff.patch)'
- type=KubernetesEvent resource=Pod/postgres-migrate-6gbr4 msg='Pod/postgres-migrate-6gbr4: Error: ErrImagePull'
- type=KubernetesEvent resource=Pod/postgres-migrate-6gbr4 msg='Pod/postgres-migrate-6gbr4: Failed to pull image ""testagentdevops.azurecr.io/idp-preview:baseline-fp-nonexistent"": [rpc error: code = NotFound desc = failed to pull and unpack image ""testagentdevops.azurecr.io/idp-previe…'
- type=KubernetesEvent resource=Pod/postgres-migrate-6gbr4 msg='Pod/postgres-migrate-6gbr4: Error: ImagePullBackOff'
- type=PodLog resource=pod/postgres-5cfdcb7bb-f8fd5 container/postgres msg='2026-05-22 20:46:53.272 UTC [45] LOG:  database system was shut down at 2026-05-22 20:46:52 UTC 2026-05-22 20:46:53.289 UTC [42] LOG:  database system is ready to accept connections done 2026-05-22 20:46:53.953 UTC [1] L…'
- type=PreviewCondition resource=Ready msg='status=False reason=DatabaseMigrationFailed message=database migration job preview-pr-9306/postgres-migrate cannot start: ImagePullBackOff: Back-off pulling image ""testagentdevops.azurecr.io/idp-preview:baseline-fp-nonex…'
- type=PreviewCondition resource=MigrationReady msg='status=False reason=JobRunning message=Database migration job postgres-migrate is running'",image registry,,,0,,1,The evidence clearly shows an ImagePullBackOff error due to a missing image in the registry.,"```json
{
  ""correct"": true,
  ""reason"": ""The evidence clearly shows an ImagePullBackOff error due to a missing image in the registry.""
}
```"
K0089,F10-r5-C4-llm-grounded,"- type=ChangedFile resource=tests/e2e.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-10005"" (key diff.patch)'
- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-10005.preview.ihsenalaya.xyz'
- type=PreviewCondition resource=AIEnrichmentReady msg='status=False reason=AIEnrichmentFailed message=AI enrichment seed=Succeeded, tests=Failed (AI job preview-pr-10005/ai-tests failed: Job has reached the specified backoff limit)'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-10005/postgres-credentials'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), contract=Failed(0p/1f), regression=Succeeded(9p/0f), e2e=Failed(1p/5f)'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779535784472,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",AI Enrichment and Contract Testing,,,0,,0,"The failing component is the contract test endpoint (HTTP 500) and e2e tests timing out, not the AI enrichment job.","```json
{
  ""correct"": false,
  ""reason"": ""The failing component is the contract test endpoint (HTTP 500) and e2e tests timing out, not the AI enrichment job.""
}
```"
K0090,F6-r4-C1-rule-grounded,,unknown,,,0,,0,The diagnosis 'unknown' is not a valid component identification based on the evidence.,"```json
{
  ""correct"": false,
  ""reason"": ""The diagnosis 'unknown' is not a valid component identification based on the evidence.""
}
```"
K0091,F10-r4-C3-llm-freeform,"- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779535464772,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'",application,,,0,,1,"The contract test failure with HTTP 500 indicates an application-level issue, while other tests confirm infrastructure is healthy.","```json
{
  ""correct"": true,
  ""reason"": ""The contract test failure with HTTP 500 indicates an application-level issue, while other tests confirm infrastructure is healthy.""
}
```"
K0092,F5-r8-C2-llm-freeform,,unknown,,,0,,0,The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.,"```json
{
  ""correct"": false,
  ""reason"": ""The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.""
}
```"
K0093,F2-r7-C3-llm-grounded,"- type=JobLog resource=pod/postgres-migrate-cvv6r container/migration msg='INFO  [alembic.runtime.migration] Context impl PostgresqlImpl. INFO  [alembic.runtime.migration] Will assume transactional DDL. INFO  [alembic.runtime.migration] Running upgrade  -> 001, initial schema'
- type=KubernetesEvent resource=Pod/svc-backend-54684fcb95-sr6m4 msg='Pod/svc-backend-54684fcb95-sr6m4: Back-off restarting failed container backend in pod svc-backend-54684fcb95-sr6m4_preview-pr-9207(80c17fc3-1caa-4d3c-920f-e1898bd8d095)'
- type=PodLog resource=pod/postgres-59959dd4c4-rnzfb container/postgres msg='2026-05-22 19:33:05.189 UTC [44] LOG:  database system was shut down at 2026-05-22 19:33:04 UTC 2026-05-22 19:33:05.209 UTC [41] LOG:  database system is ready to accept connections done 2026-05-22 19:33:05.859 UTC [1] L…'
- type=PodLog resource=pod/svc-backend-54684fcb95-sr6m4 container/backend msg='Traceback (most recent call last): File ""/app/app.py"", line 15, in <module> ~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^ File ""<frozen os>"", line 714, in __getitem__ KeyError: \'DATABASE_URL_FP_MISSING\''",backend service,,,0,,1,"The backend service fails due to a missing 'DATABASE_URL_FP_MISSING' environment variable, as shown in its logs.","```json
{
  ""correct"": true,
  ""reason"": ""The backend service fails due to a missing 'DATABASE_URL_FP_MISSING' environment variable, as shown in its logs.""
}
```"
K0094,F3-r5-C5-rule-grounded,"- type=ChangedFile resource=scripts/generate_preview_manifest.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9305"" (key diff.patch)'
- type=KubernetesEvent resource=Pod/postgres-migrate-55cr4 msg='Pod/postgres-migrate-55cr4: Error: ImagePullBackOff'
- type=KubernetesEvent resource=Pod/postgres-migrate-55cr4 msg='Pod/postgres-migrate-55cr4: Failed to pull image ""testagentdevops.azurecr.io/idp-preview:baseline-fp-nonexistent"": [rpc error: code = NotFound desc = failed to pull and unpack image ""testagentdevops.azurecr.io/idp-previe…'
- type=KubernetesEvent resource=Pod/postgres-migrate-55cr4 msg='Pod/postgres-migrate-55cr4: Error: ErrImagePull'
- type=PodLog resource=pod/postgres-8697958b79-l8fq5 container/postgres msg='2026-05-22 20:45:03.617 UTC [44] LOG:  database system was shut down at 2026-05-22 20:45:03 UTC 2026-05-22 20:45:03.647 UTC [41] LOG:  database system is ready to accept connections done 2026-05-22 20:45:04.267 UTC [1] L…'
- type=PreviewCondition resource=Ready msg='status=False reason=DatabaseMigrationFailed message=database migration job preview-pr-9305/postgres-migrate cannot start: ImagePullBackOff: Back-off pulling image ""testagentdevops.azurecr.io/idp-preview:baseline-fp-nonex…'
- type=PreviewCondition resource=MigrationReady msg='status=False reason=JobRunning message=Database migration job postgres-migrate is running'",app-deployment,,,1,,0,"The evidence clearly points to the postgres-migrate job failing due to an image pull error, not the app-deployment.","```json
{
  ""correct"": false,
  ""reason"": ""The evidence clearly points to the postgres-migrate job failing due to an image pull error, not the app-deployment.""
}
```"
K0095,F9-r5-C4-llm-freeform,"- type=ChangedFile resource=scripts/generate_preview_manifest.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9905"" (key diff.patch)'
- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-9905/postgres-credentials'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), contract=Failed(0p/1f), regression=Failed(7p/2f), e2e=Failed(1p/5f)'
- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-9905.preview.ihsenalaya.xyz'
- type=TestResult resource=regression msg='phase=Failed passed=7 failed=2 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 FAIL regression product_detail: expected 200 got 404 PASS regression product_not_found: 404…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779532936706,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'",application,,,0,,1,"The test failures (404 on product_detail, 500 on /api/tests, and timeouts) point to the application code or configuration.","```json
{
  ""correct"": true,
  ""reason"": ""The test failures (404 on product_detail, 500 on /api/tests, and timeouts) point to the application code or configuration.""
}
```"
K0096,F10-r5-C2-llm-grounded,,unknown,,,0,,0,The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.,"```json
{
  ""correct"": false,
  ""reason"": ""The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.""
}
```"
K0097,F4-r7-C1-rule-grounded,,unknown,,,0,,0,The diagnosis 'unknown' is not a valid component identification based on the evidence.,"```json
{
  ""correct"": false,
  ""reason"": ""The diagnosis 'unknown' is not a valid component identification based on the evidence.""
}
```"
